-DOCSTART- -X- O
biểu OT B-O 
diễn OT B-O 
bằng OT B-O 
nhiều OT B-O 
phân OT B-O 
phối OT B-O 
Gauss OT B-O 
đơn OT B-O 
biến OT B-O 
với OT B-O 
tỉ OT B-O 
lệ OT B-O 
trộn OT B-O 
khác OT B-O 
nhau OT B-O 
: OT B-O 
𝑀 OT B-O 

5 OT B-O 
. OT B-O 
3 OT B-O 
. OT B-O 
4 OT B-O 
Kết OT B-O 
quả OT B-O 
thử OT B-O 
nghiệm OT B-O 
0.80 OT B-O 
SVB AN B-AN 

50 OT B-O 
% OT B-O 
mạng OT B-O 
là OT B-O 
có OT B-O 
thể OT B-O 
học OT B-O 
xong OT B-O 
5 OT B-O 
tác OT B-O 
vụ OT B-O 
của OT B-O 
Split OT B-O 
MNIST AN B-AN 
. OT B-O 
Permuted OT B-O 
MNIST AN I-AN 
: OT B-O 
Ở OT B-O 
tập OT B-O 
dữ OT B-O 
liệu OT B-O 
này OT B-O 
, OT B-O 
VBD AN B-AN 
- AN I-AN 
CL AN I-AN 
vẫn OT B-O 
giữ OT B-O 
được OT B-O 
sự OT B-O 
ổn OT B-O 
định OT B-O 
của OT B-O 
độ OT B-O 
chính OT B-O 
xác OT B-O 
trung OT B-O 
bình OT B-O 
trong OT B-O 
quá OT B-O 
trình OT B-O 
học OT B-O 
và OT B-O 
từ OT B-O 
tác OT B-O 
vụ OT B-O 
thứ OT B-O 
hai OT B-O 
trở OT B-O 
đi OT B-O 
đều OT B-O 
cao OT B-O 
hơn OT B-O 
các OT B-O 

khác OT B-O 
nhau OT B-O 
, OT B-O 
độ OT B-O 
chính OT B-O 
xác OT B-O 
được OT B-O 
tính OT B-O 
trên OT B-O 
tập OT B-O 
test OT B-O 
với OT B-O 
thang OT B-O 
đo OT B-O 
F1 OT B-O 
. OT B-O 
Mô OT B-O 
hình OT B-O 
học OT B-O 
Bộ OT B-O 
dữ OT B-O 
liệu OT B-O 
Facebook OT B-O 

Với OT B-O 
M OT B-O 
= OT B-O 
3 OT B-O 
, OT B-O 
đồ OT B-O 
thị OT B-O 
mà OT B-O 
mô OT B-O 
hình OT B-O 
dự OT B-O 
đoán OT B-O 
khá OT B-O 
giống OT B-O 
với OT B-O 
đồ OT B-O 
thị OT B-O 
thực OT B-O 
tế OT B-O 
. OT B-O 
Tuy OT B-O 
nhiên OT B-O 
, OT B-O 
khi OT B-O 
bậc OT B-O 
của OT B-O 
mô OT B-O 
hình OT B-O 
dự OT B-O 
đoán OT B-O 
tăng OT B-O 
lên OT B-O 

CƠ OT B-O 
SỞ OT B-O 
LÝ OT B-O 
THUYẾT OT B-O 
Các OT B-O 
khái OT B-O 
niệm OT B-O 
cơ OT B-O 
bản OT B-O 
Feature OT B-O 
extractor OT B-O 
( OT B-O 
FE AN B-AN 
) OT B-O 
- OT B-O 
trích LF B-LF 
xuất LF I-LF 
đặc LF I-LF 
trưng LF I-LF 
là OT B-O 
một OT B-O 
quá OT B-O 
trình OT B-O 
nhằm OT B-O 
biến OT B-O 
dữ OT B-O 

nữa OT B-O 
VCL AN B-AN 
cần OT B-O 
hai OT B-O 
tham OT B-O 
số OT B-O 
( OT B-O 
kỳ OT B-O 
vọng OT B-O 
và OT B-O 
độ OT B-O 
lệch OT B-O 
chuẩn OT B-O 
) OT B-O 
để OT B-O 
biểu OT B-O 
diễn OT B-O 
cho OT B-O 
mỗi OT B-O 
trọng OT B-O 
số OT B-O 
của OT B-O 
mạng OT B-O 
. OT B-O 
Do OT B-O 
vậy OT B-O 
số OT B-O 
lượng OT B-O 
tham OT B-O 
số OT B-O 
sẽ OT B-O 
gấp OT B-O 
đôi OT B-O 
số OT B-O 
lượng OT B-O 
trọng OT B-O 
số OT B-O 
gốc OT B-O 
của OT B-O 
mạng OT B-O 
, OT B-O 

Do OT B-O 
đó OT B-O 
việc OT B-O 
sử OT B-O 
dụng OT B-O 
một OT B-O 
phân LF B-LF 
phối OT B-O 
đơn OT B-O 
giản OT B-O 
hơn OT B-O 
để OT B-O 
xấp OT B-O 
xỉ OT B-O 
𝑝 OT B-O 
( OT B-O 
𝜃 OT B-O 
| OT B-O 
𝐷 OT B-O 
) OT B-O 
là OT B-O 
cần OT B-O 
thiết OT B-O 
. OT B-O 
Từ OT B-O 
những OT B-O 
nhận OT B-O 
định OT B-O 
đó OT B-O 
, OT B-O 
Suy LF I-LF 
diễn LF I-LF 
biến LF I-LF 
phân LF I-LF 
( OT B-O 
VI AN B-AN 
) OT B-O 
là OT B-O 
một OT B-O 
phương OT B-O 
pháp OT B-O 
đã OT B-O 

Bảng OT B-O 
5 OT B-O 
. OT B-O 
7 OT B-O 
: OT B-O 
Phần OT B-O 
trăm OT B-O 
không OT B-O 
gian OT B-O 
mạng OT B-O 
CNN AN B-AN 
sử OT B-O 
dụng OT B-O 
qua OT B-O 
các OT B-O 
tác OT B-O 
vụ OT B-O 
trên OT B-O 
tập OT B-O 
Split OT B-O 
Omniglot OT B-O 
Tác OT B-O 
vụ OT B-O 

AB OT B-O 
Tính OT B-O 
stochastic OT B-O 
gradient OT B-O 
của OT B-O 
ΘBA OT B-O 
: OT B-O 
K OT B-O 

( OT B-O 
2005 OT B-O 
) OT B-O 
[ OT B-O 
64 OT B-O 
] OT B-O 
; OT B-O 
Langfelder OT B-O 
và OT B-O 
cộng OT B-O 
sự OT B-O 
( OT B-O 
2008 OT B-O 
) OT B-O 
[ OT B-O 
65 OT B-O 
] OT B-O 
giới OT B-O 
thiệu OT B-O 
WGCNA AN B-AN 
, OT B-O 
một OT B-O 
công OT B-O 
cụ OT B-O 
phân OT B-O 
nhóm OT B-O 
gene OT B-O 
đồng OT B-O 
biểu OT B-O 
hiện OT B-O 
dựa OT B-O 
trên OT B-O 
HAC AN B-AN 
, OT B-O 
hỗ OT B-O 
trợ OT B-O 
việc OT B-O 
chọn OT B-O 
lựa OT B-O 
cách OT B-O 
tính OT B-O 
khoảng OT B-O 
cách OT B-O 

hiệu OT B-O 
quả OT B-O 
trong OT B-O 
bài OT B-O 
toán OT B-O 
phân OT B-O 
loại OT B-O 
cảm OT B-O 
xúc OT B-O 
văn OT B-O 
bản OT B-O 
chỉ OT B-O 
đạt OT B-O 
78 OT B-O 
% OT B-O 
, OT B-O 
80 OT B-O 
% OT B-O 
tương OT B-O 
ứng OT B-O 
với OT B-O 
Naïve OT B-O 
Bayes OT B-O 
, OT B-O 
SVM AN B-AN 
học OT B-O 
trên OT B-O 
tập OT B-O 
dữ OT B-O 
liệu OT B-O 
Facebook OT B-O 
, OT B-O 
và OT B-O 
77 OT B-O 
% OT B-O 
, OT B-O 
81 OT B-O 
% OT B-O 
tương OT B-O 
ứng OT B-O 
với OT B-O 
Naïve OT B-O 
25 OT B-O 

34 OT B-O 
Bảng OT B-O 
2 AN B-AN 
. OT B-O 
5 OT B-O 
: OT B-O 
Điểm OT B-O 
BLEU AN B-AN 
của OT B-O 
các OT B-O 
thí OT B-O 
nghiệm OT B-O 
sử OT B-O 
dụng OT B-O 
mô OT B-O 
hình OT B-O 
ConvS2S AN I-AN 
, OT B-O 
b OT B-O 
là OT B-O 
beam OT B-O 
size OT B-O 
khi OT B-O 
thực OT B-O 
hiện OT B-O 
beam OT B-O 
search OT B-O 
sử OT B-O 
dụng OT B-O 
hàm OT B-O 
phạt OT B-O 
mặc OT B-O 
định OT B-O 

Mạng LF B-LF 
nơ-ron LF I-LF 
tích LF I-LF 
chập LF I-LF 
( OT B-O 
convolutional OT B-O 
neural OT B-O 
network OT B-O 
, OT B-O 
CNN AN B-AN 
) OT B-O 
[ OT B-O 
12 OT B-O 
] OT B-O 
, OT B-O 
[ OT B-O 
15 OT B-O 
] OT B-O 
là OT B-O 
một OT B-O 
mạng OT B-O 
nơ-ron LF I-LF 
truyền OT B-O 
tiến OT B-O 
đặc OT B-O 
biệt OT B-O 
và OT B-O 
áp OT B-O 
dụng OT B-O 
chủ OT B-O 
yếu OT B-O 
vào OT B-O 
lĩnh OT B-O 
vực OT B-O 
xử OT B-O 
lý OT B-O 
ảnh OT B-O 
. OT B-O 
Đầu OT B-O 
vào OT B-O 
cũng OT B-O 
như OT B-O 
biểu OT B-O 
diễn OT B-O 

hàng OT B-O 
xóm OT B-O 
của OT B-O 
người OT B-O 
dùng OT B-O 
u OT B-O 
thông OT B-O 
thường OT B-O 
sẽ OT B-O 
là OT B-O 
những OT B-O 
người OT B-O 
dùng OT B-O 
v OT B-O 
mà OT B-O 
có OT B-O 
mức OT B-O 
Sinh OT B-O 
viên OT B-O 
thực OT B-O 
hiện OT B-O 
: OT B-O 
Nguyễn OT B-O 
Trọng OT B-O 
Nhật OT B-O 
, OT B-O 
20143316 OT B-O 
, OT B-O 
K59 OT B-O 
, OT B-O 
Lớp OT B-O 
KSTN AN B-AN 
- AN I-AN 
CNTT AN I-AN 
13 OT B-O 

𝟒1 OT B-O 
. OT B-O 
𝟑7 OT B-O 
± OT B-O 
0 OT B-O 
. OT B-O 
𝟑6 OT B-O 
Bảng OT B-O 
2 OT B-O 
. OT B-O 
3 OT B-O 
Kết OT B-O 
quả OT B-O 
mô OT B-O 
hình OT B-O 
LSTUR AN B-AN 

Các OT B-O 
siêu OT B-O 
tham OT B-O 
số OT B-O 
đó OT B-O 
là OT B-O 
: OT B-O 
λ OT B-O 
của OT B-O 
EWC AN B-AN 
, OT B-O 
{ OT B-O 
smax OT B-O 
, OT B-O 
c OT B-O 
} OT B-O 
của OT B-O 
HAT AN B-AN 
, OT B-O 
{ OT B-O 
β OT B-O 
} OT B-O 
của OT B-O 
UCL AN B-AN 
, OT B-O 
{ OT B-O 
λ OT B-O 
, OT B-O 
µ OT B-O 
, OT B-O 
ρ OT B-O 
} OT B-O 
của OT B-O 
AGS AN B-AN 
- AN B-AN 
CL AN I-AN 
, OT B-O 
{ OT B-O 
thresh OT B-O 
, OT B-O 
s OT B-O 
} OT B-O 
của OT B-O 
VBD AN I-AN 
- AN I-AN 
CL AN I-AN 
35 OT B-O 

Từ OT B-O 
các OT B-O 
tính OT B-O 
chất OT B-O 
trên OT B-O 
chúng OT B-O 
ta OT B-O 
có OT B-O 
nhận OT B-O 
xét OT B-O 
rằng OT B-O 
: OT B-O 
Không OT B-O 
giống OT B-O 
như OT B-O 
VB AN B-AN 
cổ OT B-O 
điển OT B-O 
, OT B-O 
trong OT B-O 
đó OT B-O 
việc OT B-O 
cực OT B-O 
đại OT B-O 
hoá OT B-O 
hàm OT B-O 
ELBO AN B-AN 
này OT B-O 
tương OT B-O 
đương OT B-O 
với OT B-O 
cực OT B-O 
tiểu OT B-O 
khoảng OT B-O 
cách OT B-O 

Hà OT B-O 
Nội OT B-O 
, OT B-O 
ngày OT B-O 
10 OT B-O 
tháng OT B-O 
6 OT B-O 
năm OT B-O 
2021 OT B-O 
Tác OT B-O 
giả OT B-O 
ĐATN AN B-AN 
Vũ OT B-O 
Hồng OT B-O 
Phúc OT B-O 

liên OT B-O 
quan OT B-O 
đến OT B-O 
mô OT B-O 
hình OT B-O 
LDA AN B-AN 
đã OT B-O 
được OT B-O 
trình OT B-O 
bày OT B-O 
ở OT B-O 
phần OT B-O 
2 OT B-O 
. OT B-O 
1 OT B-O 
. OT B-O 
Tuy OT B-O 
nhiên OT B-O 
có OT B-O 
một OT B-O 
điều OT B-O 
khác OT B-O 
biệt OT B-O 
là OT B-O 
trong OT B-O 
các OT B-O 
phương OT B-O 
pháp OT B-O 
học OT B-O 
dòng OT B-O 
, OT B-O 
quá OT B-O 
trình OT B-O 
sinh OT B-O 
được OT B-O 
định OT B-O 

nói OT B-O 
một OT B-O 
cách OT B-O 
khác OT B-O 
, OT B-O 
việc OT B-O 
tối OT B-O 
ưu OT B-O 
hàm OT B-O 
loss OT B-O 
NCE AN B-AN 
đồng OT B-O 
nghĩa OT B-O 
với OT B-O 
việc OT B-O 
ta OT B-O 
đi OT B-O 
cực OT B-O 
đại OT B-O 
hóa OT B-O 
MI AN B-AN 
giữa OT B-O 
các OT B-O 
view OT B-O 
khác OT B-O 
nhau OT B-O 
của OT B-O 
cùng OT B-O 
một OT B-O 
bức OT B-O 
ảnh OT B-O 
. OT B-O 
Tuy OT B-O 
nhiên OT B-O 
, OT B-O 
trong OT B-O 
phạm OT B-O 

nhau OT B-O 
tùy OT B-O 
thuộc OT B-O 
vào OT B-O 
từng OT B-O 
miền OT B-O 
và OT B-O 
lĩnh OT B-O 
vực OT B-O 
mà OT B-O 
bài OT B-O 
toán OT B-O 
gợi OT B-O 
ý OT B-O 
đang OT B-O 
áp OT B-O 
dụng OT B-O 
. OT B-O 
Để OT B-O 
học OT B-O 
các OT B-O 
tham OT B-O 
số OT B-O 
của OT B-O 
mô OT B-O 
hình OT B-O 
, OT B-O 
có OT B-O 
thể OT B-O 
sử OT B-O 
dụng OT B-O 
kĩ OT B-O 
thuật OT B-O 
stochastic OT B-O 
gradient OT B-O 
descent OT B-O 
( OT B-O 
SGD AN B-AN 
) OT B-O 
truyền OT B-O 
thống OT B-O 
. OT B-O 

Hà OT B-O 
Nội OT B-O 
, OT B-O 
ngày OT B-O 
22 OT B-O 
tháng OT B-O 
05 OT B-O 
năm OT B-O 
2019 OT B-O 
Giảng OT B-O 
viên OT B-O 
hướng OT B-O 
dẫn OT B-O 
PGS AN B-AN 
. AN B-AN 
TS AN I-AN 
. AN I-AN 
Đỗ OT B-O 
Phan OT B-O 
Thuận OT B-O 

sẽ OT B-O 
được OT B-O 
học OT B-O 
còn OT B-O 
Q OT B-O 
là OT B-O 
tập OT B-O 
các OT B-O 
mã OT B-O 
được OT B-O 
tính OT B-O 
theo OT B-O 
mọt OT B-O 
bài OT B-O 
toán OT B-O 
tối OT B-O 
ưu OT B-O 
khác OT B-O 
không OT B-O 
liên OT B-O 
quan OT B-O 
đến OT B-O 
bước OT B-O 
học OT B-O 
. OT B-O 
Sau OT B-O 
khi OT B-O 
có OT B-O 
đủ OT B-O 
ba OT B-O 
thành OT B-O 
phần OT B-O 
z OT B-O 
, OT B-O 
Q OT B-O 
, OT B-O 
C OT B-O 
, OT B-O 
sẽ OT B-O 
khởi OT B-O 

Mặt OT B-O 
khác OT B-O 
, OT B-O 
trong OT B-O 
bài OT B-O 
báo OT B-O 
gốc OT B-O 
, OT B-O 
các OT B-O 
tác OT B-O 
giả OT B-O 
cũng OT B-O 
so OT B-O 
sánh OT B-O 
HPP AN B-AN 
với OT B-O 
SVB AN B-AN 
- AN I-AN 
PP AN I-AN 
khi OT B-O 
tinh OT B-O 
chỉnh OT B-O 
cẩn OT B-O 
thận OT B-O 
tham OT B-O 
số OT B-O 
ρ OT B-O 
. OT B-O 

biến OT B-O 
phân OT B-O 
cũng OT B-O 
cần OT B-O 
mang OT B-O 
tri OT B-O 
thức OT B-O 
tiên OT B-O 
nghiệm OT B-O 
. OT B-O 
Kỹ OT B-O 
thuật OT B-O 
Reparameterization OT B-O 
: OT B-O 
Để OT B-O 
có OT B-O 
thể OT B-O 
tối OT B-O 
ưu OT B-O 
ELBO AN B-AN 
với OT B-O 
tham OT B-O 
số OT B-O 
φ OT B-O 
, OT B-O 
cần OT B-O 
phải OT B-O 

. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
31 OT B-O 
5 OT B-O 
. OT B-O 
1 OT B-O 
Độ OT B-O 
chính OT B-O 
xác OT B-O 
trung OT B-O 
bình OT B-O 
khi OT B-O 
kết OT B-O 
thúc OT B-O 
mỗi OT B-O 
tác OT B-O 
vụ OT B-O 
trên OT B-O 
tập OT B-O 
Split OT B-O 
MNIST AN B-AN 

Dropout LF B-LF 
biến LF I-LF 
phân LF I-LF 
cụ OT B-O 
thể OT B-O 
được OT B-O 
cài OT B-O 
đặt OT B-O 
, OT B-O 
đó OT B-O 
là OT B-O 
Dropout LF I-LF 
Bayes LF I-LF 
biến LF I-LF 
phân LF I-LF 
( OT B-O 
Variational OT B-O 
Bayesian OT B-O 
Dropout LF I-LF 
, OT B-O 
VBD AN B-AN 
) OT B-O 
[ OT B-O 
1 OT B-O 
] OT B-O 
. OT B-O 
Các OT B-O 
kết OT B-O 
quả OT B-O 
thử OT B-O 
nghiệm OT B-O 
tiến OT B-O 
hành OT B-O 
trên OT B-O 
một OT B-O 
số OT B-O 
bộ OT B-O 
dữ OT B-O 

21 OT B-O 
2 OT B-O 
KIẾN OT B-O 
THỨC OT B-O 
CƠ OT B-O 
SỞ OT B-O 
• OT B-O 
Hàm OT B-O 
sigmoid OT B-O 
với OT B-O 
công OT B-O 
thức OT B-O 

không OT B-O 
thay OT B-O 
đổi OT B-O 
quá OT B-O 
nhiều OT B-O 
theo OT B-O 
thành OT B-O 
phần OT B-O 
( OT B-O 
a OT B-O 
) OT B-O 
. OT B-O 
UCL AN B-AN 
thay OT B-O 
đổi OT B-O 
hai OT B-O 
thành OT B-O 
phần OT B-O 
này OT B-O 
dựa OT B-O 
trên OT B-O 
các OT B-O 
nhận OT B-O 
xét OT B-O 
vừa OT B-O 
rồi OT B-O 
để OT B-O 
xây OT B-O 
dựng OT B-O 
độ OT B-O 
không OT B-O 
chắc OT B-O 
chắn OT B-O 
cho OT B-O 
nơ-ron OT B-O 
, OT B-O 
từ OT B-O 
đó OT B-O 

quá OT B-O 
khứ OT B-O 
và OT B-O 
tính OT B-O 
toán OT B-O 
xấp OT B-O 
xỉ OT B-O 
được OT B-O 
phân OT B-O 
phối OT B-O 
hậu OT B-O 
nghiệm OT B-O 
trên OT B-O 
dữ OT B-O 
liệu OT B-O 
này OT B-O 
, OT B-O 
tức OT B-O 
là OT B-O 
p OT B-O 
( OT B-O 
Θ OT B-O 
| OT B-O 
D1 OT B-O 
, OT B-O 
D2 OT B-O 
, OT B-O 
... OT B-O 
, OT B-O 
Dt−1 OT B-O 
, OT B-O 
η OT B-O 
) OT B-O 
. OT B-O 
Khi OT B-O 
đó OT B-O 
chúng OT B-O 
ta OT B-O 
có OT B-O 
thể OT B-O 
tính OT B-O 
toán OT B-O 
phân OT B-O 
phối OT B-O 
hậu OT B-O 
nghiệm OT B-O 

Nói OT B-O 
cách OT B-O 
khác OT B-O 
, OT B-O 
mỗi OT B-O 
giá OT B-O 
trị OT B-O 
trong OT B-O 
ma OT B-O 
trận OT B-O 
tương OT B-O 
tác OT B-O 
R OT B-O 
sẽ OT B-O 
có OT B-O 
công OT B-O 
thức OT B-O 
rui OT B-O 
≈ OT B-O 
pTu OT B-O 
qi OT B-O 
. OT B-O 
Giá OT B-O 
trị OT B-O 
biểu OT B-O 
thức OT B-O 
pTu OT B-O 
qi OT B-O 
sẽ OT B-O 
cao OT B-O 
nếu OT B-O 
như OT B-O 
hệ OT B-O 
số OT B-O 
của OT B-O 

Xét OT B-O 
mô OT B-O 
hình OT B-O 
tổng OT B-O 
quát OT B-O 
B OT B-O 
( OT B-O 
Θ OT B-O 
, OT B-O 
z OT B-O 
, OT B-O 
x OT B-O 
) OT B-O 
trong OT B-O 
đó OT B-O 
x1 OT B-O 
: OT B-O 
N OT B-O 
là OT B-O 
các OT B-O 
biến OT B-O 
dữ OT B-O 
liệu OT B-O 
quan OT B-O 
sát OT B-O 
được OT B-O 
, OT B-O 
Θ OT B-O 
là OT B-O 
biến OT B-O 
ẩn OT B-O 
toàn OT B-O 
cục OT B-O 
đặc OT B-O 
trưng OT B-O 
cho OT B-O 
mô OT B-O 
hình OT B-O 
, OT B-O 
z1 OT B-O 
: OT B-O 
N OT B-O 
là OT B-O 
các OT B-O 
biến OT B-O 
ẩn OT B-O 
cục OT B-O 
bộ OT B-O 
mà OT B-O 
mỗi OT B-O 
zi OT B-O 
đặc OT B-O 
trưng OT B-O 
tương OT B-O 
ứng OT B-O 
với OT B-O 
một OT B-O 
xi OT B-O 
. OT B-O 

∗ OT B-O 
) OT B-O 
ℒ OT B-O 
𝑡 OT B-O 
( OT B-O 
𝜃 OT B-O 
) OT B-O 
= OT B-O 
ℒ OT B-O 
( OT B-O 
𝐷𝑡 OT B-O 
, OT B-O 
𝜃 OT B-O 
) OT B-O 
+ OT B-O 
𝑅 OT B-O 
( OT B-O 
𝜃 OT B-O 
, OT B-O 
𝜃𝑡−1 OT B-O 
với OT B-O 
R OT B-O 
là OT B-O 
hàm OT B-O 
ràng OT B-O 
buộc OT B-O 

( OT B-O 
a OT B-O 
) OT B-O 
Cấu OT B-O 
trúc OT B-O 
Transformer OT B-O 
( OT B-O 
b OT B-O 
) OT B-O 
Kiến OT B-O 
trúc OT B-O 
mô-đun OT B-O 
User OT B-O 
Encoder OT B-O 
Hình OT B-O 
3 OT B-O 
. OT B-O 
4 OT B-O 
Mô OT B-O 
hình OT B-O 
đề OT B-O 
xuất OT B-O 
dựa OT B-O 
trên OT B-O 
BERT AN B-AN 

28.58 OT B-O 
31.87 OT B-O 
Bảng OT B-O 
2 OT B-O 
. OT B-O 
6 OT B-O 
: OT B-O 
Điểm OT B-O 
BLEU AN B-AN 
của OT B-O 
các OT B-O 
thí OT B-O 
nghiệm OT B-O 
sử OT B-O 
dụng OT B-O 
mô OT B-O 
hình OT B-O 
Transformer OT B-O 
, OT B-O 
b OT B-O 
là OT B-O 
beam OT B-O 
size OT B-O 
khi OT B-O 
thực OT B-O 

đoán OT B-O 
ra OT B-O 
các OT B-O 
đặc OT B-O 
trưng OT B-O 
quan OT B-O 
trọng OT B-O 
nhất OT B-O 
. OT B-O 
Representation OT B-O 
bias OT B-O 
Các OT B-O 
bias OT B-O 
trong OT B-O 
MTL AN B-AN 
được OT B-O 
học OT B-O 
và OT B-O 
chia OT B-O 
sẻ OT B-O 
chung OT B-O 
cho OT B-O 
các OT B-O 
tác OT B-O 
vụ OT B-O 
vì OT B-O 
thế OT B-O 
nó OT B-O 
không OT B-O 
quá OT B-O 
lệch OT B-O 

dụng OT B-O 
Dropout OT B-O 
và OT B-O 
ALV AN B-AN 
giúp OT B-O 
cho OT B-O 
EWC AN B-AN 
có OT B-O 
được OT B-O 
sự OT B-O 
ổn OT B-O 
định OT B-O 
hơn OT B-O 
trong OT B-O 
việc OT B-O 
học OT B-O 
chuỗi OT B-O 
tác OT B-O 
vụ OT B-O 
liên OT B-O 
tục OT B-O 
dài OT B-O 
. OT B-O 
Về OT B-O 
tổng OT B-O 
thể OT B-O 
quá OT B-O 
trình OT B-O 
, OT B-O 
Dropout OT B-O 
và OT B-O 
ALV AN I-AN 
đạt OT B-O 
hiệu OT B-O 
năng OT B-O 
ngang OT B-O 

0.3 OT B-O 
Số OT B-O 
subword OT B-O 
CNN AN B-AN 
2 OT B-O 

đo OT B-O 
đánh OT B-O 
giá OT B-O 
là OT B-O 
backward OT B-O 
transfer OT B-O 
( OT B-O 
BWT AN B-AN 
) OT B-O 
và OT B-O 
độ LF B-LF 
chính LF I-LF 
xác LF I-LF 
trung LF I-LF 
bình LF I-LF 
trên LF I-LF 
tất LF I-LF 
cả LF I-LF 
các LF I-LF 
task LF I-LF 
( OT B-O 
ACC AN B-AN 
) OT B-O 
. OT B-O 
Backward OT B-O 
transfer OT B-O 
là OT B-O 
một OT B-O 
công OT B-O 
cụ OT B-O 
tốt OT B-O 
để OT B-O 
đo OT B-O 
mức OT B-O 
độ LF I-LF 
ảnh OT B-O 
hưởng OT B-O 
của OT B-O 
việc OT B-O 
học OT B-O 
task LF I-LF 
mới OT B-O 

Tuy OT B-O 
nhiên OT B-O 
trong OT B-O 
công OT B-O 
việc OT B-O 
này OT B-O 
, OT B-O 
LRT AN B-AN 
sẽ OT B-O 
không OT B-O 
được OT B-O 
sử OT B-O 
dụng OT B-O 
trên OT B-O 
các OT B-O 
lớp OT B-O 
tích OT B-O 
chập OT B-O 
mà OT B-O 
chỉ OT B-O 
sử OT B-O 
dụng OT B-O 
trên OT B-O 
các OT B-O 
tầng OT B-O 
tuyến OT B-O 
tính OT B-O 
. OT B-O 

Số OT B-O 
tầng OT B-O 
L OT B-O 
sẽ OT B-O 
được OT B-O 
điều OT B-O 
chỉnh OT B-O 
trong OT B-O 
quá OT B-O 
trình OT B-O 
tinh OT B-O 
chỉnh OT B-O 
tham OT B-O 
số OT B-O 
của OT B-O 
mô OT B-O 
hình OT B-O 
như OT B-O 
một OT B-O 
siêu OT B-O 
tham OT B-O 
số OT B-O 
. OT B-O 
Tầng OT B-O 
mã OT B-O 
hóa OT B-O 
( OT B-O 
Embedding OT B-O 
Layer OT B-O 
) OT B-O 

không OT B-O 
đổi OT B-O 
. OT B-O 
Khi OT B-O 
đó OT B-O 
phân OT B-O 
phối OT B-O 
hậu OT B-O 
nghiệm OT B-O 
p OT B-O 
( OT B-O 
z OT B-O 
, OT B-O 
Θ OT B-O 
| OT B-O 
X OT B-O 
) OT B-O 
là OT B-O 
một OT B-O 
hàm OT B-O 
ngẫu OT B-O 
nhiên OT B-O 
của OT B-O 
dữ OT B-O 
liệu OT B-O 
, OT B-O 
và OT B-O 
giá OT B-O 
trị OT B-O 
kỳ OT B-O 
vọng OT B-O 
của OT B-O 
phân OT B-O 
phối OT B-O 
này OT B-O 
được OT B-O 
gọi OT B-O 
là OT B-O 
phân OT B-O 
bố OT B-O 
hậu OT B-O 
nghiệm OT B-O 

Mô OT B-O 
hình OT B-O 
dự OT B-O 
đoán OT B-O 
của OT B-O 
NCF AN B-AN 
có OT B-O 
thể OT B-O 
viết OT B-O 
thành OT B-O 
công OT B-O 
thức OT B-O 
như OT B-O 
sau OT B-O 
: OT B-O 
y OT B-O 
̂u OT B-O 
i OT B-O 
= OT B-O 
f OT B-O 
( OT B-O 
P OT B-O 
T OT B-O 
u OT B-O 
, OT B-O 
Q OT B-O 
T OT B-O 
i OT B-O 
| OT B-O 
P OT B-O 
, OT B-O 
Q OT B-O 
, OT B-O 
Θ OT B-O 
f OT B-O 
) OT B-O 

Theo OT B-O 
cách OT B-O 
tiếp OT B-O 
cận OT B-O 
Bayes OT B-O 
, OT B-O 
giả OT B-O 
sử OT B-O 
phân OT B-O 
phối OT B-O 
của OT B-O 
các OT B-O 
điểm OT B-O 
dữ OT B-O 
liệu OT B-O 
giữa OT B-O 
các OT B-O 
tác OT B-O 
vụ OT B-O 
là OT B-O 
độc OT B-O 
lập OT B-O 
với OT B-O 
nhau OT B-O 
, OT B-O 
𝑝 OT B-O 
( OT B-O 
𝜃 OT B-O 
) OT B-O 
là OT B-O 
xác OT B-O 
suất OT B-O 
tiên OT B-O 
nghiệm OT B-O 
của OT B-O 
tham OT B-O 
số OT B-O 
θ OT B-O 
, OT B-O 
xác OT B-O 
suất OT B-O 
hậu OT B-O 
nghiệm OT B-O 
sau OT B-O 
khi OT B-O 
quan OT B-O 
sát OT B-O 
được OT B-O 
dữ OT B-O 
liệu OT B-O 
từ OT B-O 
T OT B-O 
tác OT B-O 
vụ OT B-O 
là OT B-O 
: OT B-O 

khoảng OT B-O 
3 OT B-O 
- AN B-AN 
4 OT B-O 
% OT B-O 
so OT B-O 
với OT B-O 
SVB AN I-AN 
- AN I-AN 
PP AN I-AN 
và OT B-O 
PVB AN B-AN 
. OT B-O 
Trong OT B-O 
thử OT B-O 
nghiệm OT B-O 
này OT B-O 
, OT B-O 
với OT B-O 
bộ OT B-O 
dữ OT B-O 
liệu OT B-O 
được OT B-O 
Sinh OT B-O 
viên OT B-O 
thực OT B-O 
hiện OT B-O 
: OT B-O 
Nguyễn OT B-O 
Văn OT B-O 
Sơn OT B-O 
, OT B-O 
20143863 OT B-O 
, OT B-O 
K59 OT B-O 
, OT B-O 
Lớp OT B-O 
KSTN AN I-AN 
- AN I-AN 
