-DOCSTART- -X- O
the OT B-O 
relative OT B-O 
degradation OT B-O 
of OT B-O 
quality OT B-O 
in LF B-LF 
coordinating LF I-LF 
conjunctions LF I-LF 
( OT B-O 
CC AN B-AN 
) OT B-O 
, OT B-O 
determiners LF I-LF 
( OT B-O 
DT AN B-AN 
) OT B-O 
and OT B-O 
personal LF B-LF 
pronouns LF I-LF 
( OT B-O 
PRP AN B-AN 
) OT B-O 
. OT B-O 

? OT B-O 
Unlabeled OT B-O 
Elementary LF B-LF 
Dependencies LF I-LF 
( OT B-O 
UED OT B-O 
) AN B-AN 
identical OT B-O 
to OT B-O 
LED OT B-O 
, AN B-AN 
except OT B-O 
ignoring OT B-O 
all OT B-O 
labeling OT B-O 

Various OT B-O 
traditional OT B-O 
information LF B-LF 
retrieval LF I-LF 
( OT B-O 
IR AN B-AN 
) OT B-O 
techniques OT B-O 
combined OT B-O 
with OT B-O 
natural LF B-LF 
language LF I-LF 
processing OT B-O 
( OT B-O 
NLP AN B-AN 
) OT B-O 
tech- OT B-O 
niques OT B-O 
have OT B-O 
been OT B-O 
re-targeted OT B-O 
to OT B-O 
enable OT B-O 
efficient OT B-O 

3.1 OT B-O 
Ske OT B-O 
le OT B-O 
ta OT B-O 
l OT B-O 
Phrase OT B-O 
S AN B-AN 
t LF B-LF 
ructure LF I-LF 
Component OT B-O 
The OT B-O 
role OT B-O 
of OT B-O 
phrase OT B-O 
structure LF I-LF 
( OT B-O 
PS OT B-O 
) AN I-AN 
rules OT B-O 
in OT B-O 
our OT B-O 
parser OT B-O 
is OT B-O 
similar OT B-O 
to OT B-O 
their OT B-O 
role OT B-O 
in OT B-O 
Lexical OT B-O 
Functional OT B-O 
Grammar OT B-O 
\ OT B-O 
[ OT B-O 
Kaplan OT B-O 
83\ OT B-O 
] OT B-O 
, OT B-O 
however OT B-O 
they OT B-O 

This OT B-O 
paper OT B-O 
proposes OT B-O 
an OT B-O 
approach OT B-O 
for OT B-O 
implicit OT B-O 
feature OT B-O 
detection OT B-O 
based OT B-O 
on OT B-O 
SVM OT B-O 
and OT B-O 
Topic OT B-O 
Model LF B-LF 
( OT B-O 
TM OT B-O 
) AN B-AN 
. OT B-O 

On OT B-O 
the OT B-O 
other OT B-O 
hand OT B-O 
, OT B-O 
the OT B-O 
decline OT B-O 
in OT B-O 
performance OT B-O 
for OT B-O 
the OT B-O 
composite OT B-O 
feature LF B-LF 
vector LF I-LF 
baseline OT B-O 
( OT B-O 
CFV OT B-O 
) AN B-AN 
may OT B-O 
be OT B-O 
attributed OT B-O 
to LF I-LF 
the OT B-O 
data OT B-O 
sparseness OT B-O 
phenomenon OT B-O 

vised OT B-O 
taggers OT B-O 
. OT B-O 
One OT B-O 
commonly-used OT B-O 
unsupervised OT B-O 
tagger OT B-O 
is OT B-O 
the OT B-O 
Hidden LF B-LF 
Markov LF I-LF 
model LF I-LF 
( OT B-O 
HMM AN B-AN 
) OT B-O 
, OT B-O 
which OT B-O 
models OT B-O 
the OT B-O 
joint OT B-O 
distribution OT B-O 
of OT B-O 
a LF I-LF 
word OT B-O 
se- OT B-O 

2 OT B-O 
. OT B-O 
Tezt OT B-O 
routing OT B-O 
, OT B-O 
tezt OT B-O 
fdter/n9 OT B-O 
, OT B-O 
and OT B-O 
SDI OT B-O 
( OT B-O 
selective OT B-O 
dissemination LF B-LF 
of OT B-O 
information OT B-O 
) OT B-O 
: OT B-O 
These OT B-O 
terms OT B-O 
refer OT B-O 
to OT B-O 
a LF I-LF 
loose OT B-O 
collection OT B-O 
of OT B-O 
text OT B-O 
classification OT B-O 
tasks OT B-O 
such OT B-O 
as OT B-O 
managing OT B-O 
personal OT B-O 
electronic OT B-O 
mail OT B-O 
, OT B-O 

Estimating OT B-O 
Proficiency OT B-O 
Item LF B-LF 
Response LF I-LF 
Theory LF I-LF 
( OT B-O 
IRT AN B-AN 
) OT B-O 
Item LF I-LF 
Response LF I-LF 
Theory LF I-LF 
( OT B-O 
IRT AN I-AN 
) OT B-O 
is OT B-O 
the OT B-O 
basis OT B-O 
of OT B-O 
modern OT B-O 
language OT B-O 
tests OT B-O 
such OT B-O 
as OT B-O 
TOEIC AN B-AN 
, OT B-O 
and OT B-O 
enables OT B-O 
Com- OT B-O 

( LF B-LF 
NN AN B-AN 
? AN B-AN 
? AN I-AN 
) OT B-O 
speech OT B-O 
1:1 OT B-O 
( LF I-LF 
NP LF I-LF 
( LF I-LF 
NR LF I-LF 
) OT B-O 
( LF I-LF 
NN AN I-AN 
) OT B-O 
) OT B-O 
X1 OT B-O 
| OT B-O 
X2 OT B-O 
1:2 OT B-O 
2:1 OT B-O 
( LF I-LF 
NP LF I-LF 
( LF I-LF 
NR LF I-LF 
? AN I-AN 
? AN I-AN 
) OT B-O 
( LF I-LF 

Table OT B-O 
3 OT B-O 
presents OT B-O 
the OT B-O 
total OT B-O 
number OT B-O 
of OT B-O 
training OT B-O 
examples OT B-O 
extracted OT B-O 
from OT B-O 
SemCor LF B-LF 
( OT B-O 
SC AN B-AN 
) OT B-O 
and OT B-O 
from OT B-O 
the OT B-O 
background LF B-LF 
documents OT B-O 
( OT B-O 
BG AN B-AN 
) OT B-O 
. OT B-O 
As OT B-O 
expected OT B-O 
, OT B-O 
by OT B-O 

alignment LF B-LF 
G AN B-AN 
( OT B-O 
both OT B-O 
A AN B-AN 
and OT B-O 
G AN I-AN 
can OT B-O 
be OT B-O 
split OT B-O 
into OT B-O 
two OT B-O 
subsets OT B-O 
AS AN I-AN 
, OT B-O 
AP AN I-AN 
and OT B-O 
GS AN I-AN 
, OT B-O 
GP AN I-AN 
, OT B-O 
respectively OT B-O 
representing OT B-O 
Sure OT B-O 
and OT B-O 
Probable LF I-LF 
alignments LF I-LF 
) OT B-O 
Precision OT B-O 
( OT B-O 
PT AN B-AN 
) OT B-O 
, OT B-O 
Recall LF B-LF 
( OT B-O 
RT AN B-AN 
) OT B-O 
, OT B-O 
F-measure LF B-LF 
( OT B-O 
FT AN B-AN 
) OT B-O 
and OT B-O 
Alignment OT B-O 
Error OT B-O 

4 OT B-O 
Active OT B-O 
Learning LF B-LF 
Active OT B-O 
Learning LF I-LF 
( OT B-O 
AL OT B-O 
) AN B-AN 
is OT B-O 
a LF I-LF 
machine OT B-O 
learning OT B-O 
paradigm OT B-O 
that OT B-O 
let OT B-O 
the OT B-O 
learner OT B-O 
decide OT B-O 
which OT B-O 
data OT B-O 
it OT B-O 

below OT B-O 
. OT B-O 
4.3.1 OT B-O 
English LF B-LF 
Noun LF I-LF 
Compounds LF I-LF 
( OT B-O 
ENC AN B-AN 
) OT B-O 
Our OT B-O 
first OT B-O 
dataset OT B-O 
is LF I-LF 
made OT B-O 
up OT B-O 
of OT B-O 
90 OT B-O 
binary OT B-O 
English LF I-LF 

account OT B-O 
for OT B-O 
these OT B-O 
generalizations OT B-O 
by OT B-O 
decom- OT B-O 
posing OT B-O 
the OT B-O 
grammar OT B-O 
rules OT B-O 
to OT B-O 
Immediate LF B-LF 
Dom- LF I-LF 
inance LF I-LF 
( OT B-O 
ID AN B-AN 
) OT B-O 
rules OT B-O 
and OT B-O 
Linear LF B-LF 
Preeedence OT B-O 
( OT B-O 
LP AN B-AN 
) OT B-O 
rules OT B-O 
. OT B-O 

Abstract OT B-O 
Our OT B-O 
previous OT B-O 
work OT B-O 
focuses OT B-O 
on LF B-LF 
combining OT B-O 
translation LF I-LF 
memory LF I-LF 
( LF I-LF 
TM OT B-O 
) AN B-AN 
and OT B-O 
statistical OT B-O 
machine LF I-LF 
translation LF I-LF 
( LF I-LF 
SMT OT B-O 
) AN I-AN 
when OT B-O 
the OT B-O 
TM OT B-O 
database OT B-O 
and OT B-O 
the OT B-O 
SMT OT B-O 
training OT B-O 
set OT B-O 
are OT B-O 
the OT B-O 
same OT B-O 
. OT B-O 

Hodellng OT B-O 
Temporal OT B-O 
Knowledge OT B-O 
Hodellng OT B-O 
time OT B-O 
, OT B-O 
dasoite OT B-O 
its OT B-O 
olovlous OT B-O 
importance OT B-O 
, OT B-O 
has OT B-O 
proved OT B-O 
an OT B-O 
elusive OT B-O 
goal OT B-O 
for OT B-O 
artificial LF B-LF 
Intelligence LF I-LF 
( OT B-O 
AI AN B-AN 
) OT B-O 
. OT B-O 

? OT B-O 
P5E3N3S3 AN B-AN 
, OT B-O 
F OT B-O 
W OT B-O 
A OT B-O 
Computer LF B-LF 
Processable LF I-LF 
English LF I-LF 
( OT B-O 
CPE AN B-AN 
) OT B-O 
( OT B-O 
Pulman OT B-O 
1996 OT B-O 
; OT B-O 
Sukkarieh OT B-O 
and OT B-O 
Pulman OT B-O 
1999 OT B-O 
) OT B-O 
is LF I-LF 
a LF I-LF 
controlled OT B-O 
language OT B-O 
that OT B-O 
can OT B-O 
be OT B-O 
? OT B-O 

We OT B-O 
also OT B-O 
have OT B-O 
investigated OT B-O 
our OT B-O 
two-step OT B-O 
solution OT B-O 
on OT B-O 
two OT B-O 
existing OT B-O 
treebanks OT B-O 
, OT B-O 
the OT B-O 
Penn OT B-O 
Chinese LF B-LF 
Treebank LF I-LF 
( OT B-O 
CTB AN B-AN 
) OT B-O 
( OT B-O 
Xue OT B-O 
et OT B-O 
al. OT B-O 
, OT B-O 

ual OT B-O 
resources OT B-O 
on OT B-O 
pairwise OT B-O 
comparison OT B-O 
task OT B-O 
( OT B-O 
Diff OT B-O 
. OT B-O 
= OT B-O 
Difficulty OT B-O 
lexicon OT B-O 
, OT B-O 
CF AN B-AN 
= OT B-O 
Crowdflower LF B-LF 
) OT B-O 
Features OT B-O 

distribution OT B-O 
which OT B-O 
underlies OT B-O 
natural OT B-O 
language OT B-O 
text OT B-O 
-- OT B-O 
which OT B-O 
is OT B-O 
if OT B-O 
not OT B-O 
a LF B-LF 
pure OT B-O 
Zipfian OT B-O 
distribution OT B-O 
at OT B-O 
least OT B-O 
an OT B-O 
LNRE AN B-AN 
( OT B-O 
large LF I-LF 
number LF I-LF 
of LF I-LF 
rare LF I-LF 
events LF I-LF 
, OT B-O 
cf OT B-O 
. OT B-O 
Baayen OT B-O 

4 OT B-O 
Algorithms OT B-O 
4.1 OT B-O 
Topic OT B-O 
? OT B-O 
sentence OT B-O 
graph OT B-O 
matching LF B-LF 
( OT B-O 
GM OT B-O 
) AN B-AN 
We OT B-O 
treat OT B-O 
a LF I-LF 
sentence OT B-O 
and OT B-O 
a LF I-LF 
topic OT B-O 
as OT B-O 
graphs OT B-O 
. OT B-O 

Table OT B-O 
1 OT B-O 
: OT B-O 
Number OT B-O 
of OT B-O 
routes OT B-O 
, OT B-O 
directions OT B-O 
, OT B-O 
and OT B-O 
tokens OT B-O 
for OT B-O 
the OT B-O 
different OT B-O 
settings OT B-O 
. OT B-O 
GM AN B-AN 
= OT B-O 
Google LF B-LF 
Maps LF I-LF 
, OT B-O 
CI AN B-AN 
= OT B-O 
Campus LF B-LF 
Indoor LF I-LF 
, OT B-O 
CO AN B-AN 
= OT B-O 
Campus LF I-LF 
Outdoor LF I-LF 
. OT B-O 

For OT B-O 
each OT B-O 
text OT B-O 
pair OT B-O 
on OT B-O 
four OT B-O 
cross OT B-O 
levels OT B-O 
, OT B-O 
i.e. OT B-O 
, OT B-O 
Paragraph OT B-O 
to LF B-LF 
Sentence OT B-O 
( OT B-O 
P-S OT B-O 
) OT B-O 
, OT B-O 
Sentence OT B-O 
to LF I-LF 
Phrase LF I-LF 
( OT B-O 
S-Ph OT B-O 
) OT B-O 
, OT B-O 
Phrase LF I-LF 
to LF I-LF 
Word LF I-LF 
( OT B-O 
Ph-W AN B-AN 
) OT B-O 
and OT B-O 
Word LF I-LF 
to LF I-LF 
Sense OT B-O 
( OT B-O 
W-Se OT B-O 
) OT B-O 
, OT B-O 
participants OT B-O 
are OT B-O 
required OT B-O 
to LF I-LF 
re- OT B-O 

mantic OT B-O 
content OT B-O 
Ks AN B-AN 
, OT B-O 
sends OT B-O 
a OT B-O 
message OT B-O 
m OT B-O 
to OT B-O 
R AN B-AN 
and OT B-O 
R AN I-AN 
interprets OT B-O 
m OT B-O 
as OT B-O 
meaning OT B-O 
CR AN I-AN 
. OT B-O 
CS AN B-AN 
= OT B-O 
cn LF B-LF 
is LF I-LF 
a OT B-O 
neces- OT B-O 
sary OT B-O 
condition OT B-O 
for OT B-O 
this OT B-O 
turn OT B-O 
of OT B-O 
communication OT B-O 
to OT B-O 

istic OT B-O 
conversational OT B-O 
systems OT B-O 
. OT B-O 
In LF B-LF 
Proceedings OT B-O 
of OT B-O 
Intelligent LF I-LF 
User LF I-LF 
Interfaces LF I-LF 
2001 LF I-LF 
( OT B-O 
IUI-01 AN B-AN 
) OT B-O 
, OT B-O 
pages OT B-O 
1 LF I-LF 
? OT B-O 
8 OT B-O 
, OT B-O 
Santa OT B-O 
Fe AN B-AN 
, OT B-O 
NM AN B-AN 
, OT B-O 
January OT B-O 
. OT B-O 

Proceedings OT B-O 
of OT B-O 
the OT B-O 
of OT B-O 
the OT B-O 
EACL OT B-O 
2014 OT B-O 
Workshop OT B-O 
on LF B-LF 
Dialogue OT B-O 
in LF I-LF 
Motion LF I-LF 
( LF I-LF 
DM OT B-O 
) AN B-AN 
, AN I-AN 
pages OT B-O 
53 OT B-O 
? OT B-O 
57 OT B-O 
, AN I-AN 
Gothenburg OT B-O 
, AN I-AN 
Sweden OT B-O 
, AN I-AN 
April OT B-O 
26-30 OT B-O 
2014 OT B-O 
. OT B-O 

study OT B-O 
on LF B-LF 
NER AN B-AN 
is OT B-O 
mainly OT B-O 
focused OT B-O 
either OT B-O 
on LF I-LF 
the OT B-O 
proper OT B-O 
name OT B-O 
identification OT B-O 
of OT B-O 
person LF I-LF 
( OT B-O 
PER AN B-AN 
) OT B-O 
, OT B-O 
location LF I-LF 
( OT B-O 
LOC AN B-AN 
) OT B-O 
, OT B-O 
organization OT B-O 
( OT B-O 
ORG AN B-AN 
) OT B-O 
, OT B-O 
time LF B-LF 
( OT B-O 
TIM AN B-AN 
) OT B-O 
and OT B-O 
numeral LF B-LF 
( OT B-O 
NUM AN B-AN 
) OT B-O 
expressions OT B-O 
almost OT B-O 
in OT B-O 
news OT B-O 
do- OT B-O 

utterance OT B-O 
. OT B-O 
The OT B-O 
interface OT B-O 
default OT B-O 
allowing OT B-O 
this OT B-O 
is OT B-O 
called OT B-O 
Noun LF B-LF 
meaning LF I-LF 
extended LF I-LF 
( OT B-O 
NMExt AN B-AN 
) OT B-O 
13 OT B-O 
NMExt AN I-AN 
: OT B-O 
Noun LF I-LF 
( OT B-O 
u LF I-LF 
) OT B-O 
, OT B-O 
sem OT B-O 
( OT B-O 
u LF I-LF 
) OT B-O 
is OT B-O 
? OT B-O 

Table OT B-O 
1 OT B-O 
) OT B-O 
. OT B-O 
Firstly OT B-O 
, OT B-O 
each OT B-O 
term OT B-O 
candidate OT B-O 
is OT B-O 
mapped OT B-O 
to OT B-O 
a LF B-LF 
specific OT B-O 
canonical LF I-LF 
representative LF I-LF 
( OT B-O 
CR AN B-AN 
) OT B-O 
by OT B-O 
semantically OT B-O 
isomorphic OT B-O 
transformations OT B-O 
. OT B-O 

tags OT B-O 
and OT B-O 
word OT B-O 
. OT B-O 
Rich LF B-LF 
Morphological LF I-LF 
Features LF I-LF 
( OT B-O 
Rich-MF AN I-AN 
) OT B-O 
: OT B-O 
In OT B-O 
addition OT B-O 
to OT B-O 
the OT B-O 
elementary OT B-O 
features OT B-O 
we OT B-O 
use OT B-O 
the OT B-O 
am- OT B-O 

Figure OT B-O 
4 OT B-O 
: OT B-O 
Canonical OT B-O 
example OT B-O 
pub OT B-O 
from OT B-O 
Saltzman OT B-O 
and OT B-O 
Munhall OT B-O 
( OT B-O 
1989 OT B-O 
) OT B-O 
representing OT B-O 
overlapping OT B-O 
goals OT B-O 
for OT B-O 
tongue LF B-LF 
blade LF I-LF 
constriction LF I-LF 
degree LF I-LF 
( OT B-O 
TBCD AN B-AN 
) OT B-O 
, OT B-O 
lip LF B-LF 
aperture LF I-LF 
( OT B-O 
LA AN B-AN 
) OT B-O 
, OT B-O 
and OT B-O 
glottis LF B-LF 
( OT B-O 
GLO AN B-AN 
) OT B-O 
. OT B-O 

Han OT B-O 
, OT B-O 
C-H. OT B-O 
, OT B-O 
Han OT B-O 
, OT B-O 
N-R. OT B-O 
, OT B-O 
Ko OT B-O 
, OT B-O 
E-S.and OT B-O 
Palmer OT B-O 
, OT B-O 
M. OT B-O 
: OT B-O 
Development OT B-O 
and OT B-O 
Evaluation OT B-O 
of OT B-O 
a LF B-LF 
Korean OT B-O 
Treebank OT B-O 
and OT B-O 
Its OT B-O 
Application OT B-O 
to OT B-O 
NLP.in OT B-O 
Proceedings OT B-O 
of OT B-O 
the OT B-O 
3rd OT B-O 
International OT B-O 
Conference OT B-O 
on OT B-O 
Language LF I-LF 
Resources LF I-LF 
and OT B-O 
Evaluation OT B-O 
( OT B-O 
LREC AN B-AN 
) OT B-O 
. OT B-O 
( OT B-O 
2002 OT B-O 
) OT B-O 
5 OT B-O 
. OT B-O 

perceptual OT B-O 
space OT B-O 
between OT B-O 
each OT B-O 
pair OT B-O 
. OT B-O 
We OT B-O 
can OT B-O 
do OT B-O 
this OT B-O 
with OT B-O 
a LF B-LF 
multidimensional LF I-LF 
scaling LF I-LF 
( OT B-O 
MDS AN B-AN 
) OT B-O 
algorithm OT B-O 
. OT B-O 
Let OT B-O 
us OT B-O 
call OT B-O 

corresponding OT B-O 
to OT B-O 
the OT B-O 
point OT B-O 
P. OT B-O 
Once OT B-O 
a LF B-LF 
n LF I-LF 
object OT B-O 
has OT B-O 
been OT B-O 
added OT B-O 
to OT B-O 
the OT B-O 
geometric OT B-O 
model OT B-O 
by OT B-O 
specifying OT B-O 
values OT B-O 
for OT B-O 
its OT B-O 
GSTART AN B-AN 
, OT B-O 
GSIZE AN B-AN 
, OT B-O 
and OT B-O 
ROTN AN B-AN 
( OT B-O 
rotation LF I-LF 
) OT B-O 
, OT B-O 
the OT B-O 
geometric OT B-O 
coordinates OT B-O 
for OT B-O 
any OT B-O 
location OT B-O 
on LF I-LF 
the OT B-O 
object OT B-O 
may OT B-O 
be OT B-O 
obtained OT B-O 
by OT B-O 
calling OT B-O 
the OT B-O 
funtion OT B-O 
EXECLOCA AN B-AN 
with OT B-O 
the OT B-O 

known OT B-O 
as OT B-O 
conditional LF B-LF 
random LF I-LF 
fields LF I-LF 
( OT B-O 
CRFs AN B-AN 
) OT B-O 
( OT B-O 
Lafferty OT B-O 
et OT B-O 
al LF I-LF 
, OT B-O 
2001 OT B-O 
) OT B-O 
, OT B-O 
when OT B-O 
all OT B-O 
variables OT B-O 
are OT B-O 
observed OT B-O 
, OT B-O 
and LF I-LF 
as OT B-O 
hidden LF I-LF 
conditional LF I-LF 
random LF I-LF 
fields LF I-LF 
( OT B-O 
HCRFs AN I-AN 
) OT B-O 
( OT B-O 
Quattoni OT B-O 
et OT B-O 
al LF I-LF 
, OT B-O 
2007 OT B-O 
) OT B-O 
, OT B-O 
when OT B-O 
only OT B-O 
a LF I-LF 
subset OT B-O 
of OT B-O 
the OT B-O 
variables OT B-O 
are OT B-O 

Linggle OT B-O 
: OT B-O 
a LF B-LF 
Web-scale OT B-O 
Linguistic OT B-O 
Search OT B-O 
Engine OT B-O 
for OT B-O 
Words OT B-O 
in OT B-O 
Context OT B-O 
Joanne OT B-O 
Boisson+ OT B-O 
, OT B-O 
Ting-Hui OT B-O 
Kao OT B-O 
* OT B-O 
, OT B-O 
Jian-Cheng OT B-O 
Wu OT B-O 
* OT B-O 
, OT B-O 
Tzu-His OT B-O 
Yen OT B-O 
* OT B-O 
, OT B-O 
Jason OT B-O 
S. OT B-O 
Chang OT B-O 
* OT B-O 
+Institute OT B-O 
of LF I-LF 
Information OT B-O 
Systems OT B-O 
and OT B-O 
Applications OT B-O 
* OT B-O 
Department OT B-O 
of LF I-LF 
Computer OT B-O 
Science OT B-O 
National OT B-O 
Tsing OT B-O 
Hua OT B-O 
University OT B-O 
HsinChu OT B-O 
, OT B-O 
Taiwan OT B-O 
, OT B-O 
R.O.C AN B-AN 
. AN I-AN 
30013 OT B-O 
{ OT B-O 
joanne.boisson OT B-O 
, OT B-O 
maxis1718 OT B-O 
, OT B-O 
wujc86 OT B-O 
, OT B-O 
joseph.yen OT B-O 
, OT B-O 
jason.jschang OT B-O 
} OT B-O 
@ OT B-O 
gmail.com OT B-O 
Abstract OT B-O 
In OT B-O 
this OT B-O 
paper OT B-O 
, OT B-O 
we OT B-O 
introduce OT B-O 
a LF I-LF 
Web-scale OT B-O 
lin-guistics OT B-O 
search OT B-O 
engine OT B-O 
, OT B-O 
Linggle OT B-O 
, OT B-O 
that OT B-O 
retrieves OT B-O 
lexical OT B-O 
bundles OT B-O 
in OT B-O 
response OT B-O 
to OT B-O 
a LF I-LF 
given OT B-O 
query OT B-O 
. AN I-AN 
The OT B-O 
query OT B-O 
might OT B-O 
contain OT B-O 
keywords OT B-O 
, OT B-O 
wildcards OT B-O 
, OT B-O 
wild OT B-O 
parts LF I-LF 
of LF I-LF 
speech LF I-LF 
( OT B-O 
PoS AN B-AN 
) OT B-O 
, OT B-O 
synonyms OT B-O 
, OT B-O 
and OT B-O 
ad-ditional OT B-O 
regular LF I-LF 
expression LF I-LF 
( OT B-O 
RE AN B-AN 
) OT B-O 
operators OT B-O 
. AN I-AN 
In OT B-O 
our OT B-O 
approach OT B-O 
, OT B-O 
we OT B-O 
incorporate OT B-O 
inverted OT B-O 
file OT B-O 
in-dexing OT B-O 
, OT B-O 
PoS AN I-AN 
information OT B-O 
from OT B-O 
BNC AN B-AN 
, OT B-O 
and OT B-O 
se-mantic OT B-O 
indexing OT B-O 
based OT B-O 
on LF I-LF 
Latent OT B-O 
Dirichlet OT B-O 
Al-location OT B-O 
with OT B-O 
Google OT B-O 
Web OT B-O 
1T OT B-O 
. AN I-AN 
The OT B-O 
method OT B-O 
in-volves OT B-O 
parsing OT B-O 
the OT B-O 
query OT B-O 
to OT B-O 
transforming OT B-O 
it OT B-O 
in-to OT B-O 
several OT B-O 
keyword OT B-O 
retrieval OT B-O 
commands OT B-O 
. AN I-AN 

3.2 OT B-O 
Graph-based OT B-O 
Label OT B-O 
Propagation OT B-O 
Graph-based OT B-O 
label OT B-O 
propagation OT B-O 
, OT B-O 
a LF B-LF 
critical OT B-O 
subclass OT B-O 
of OT B-O 
semi-supervised LF I-LF 
learning LF I-LF 
( OT B-O 
SSL AN B-AN 
) OT B-O 
, OT B-O 
has OT B-O 
been OT B-O 
widely OT B-O 
used OT B-O 
and OT B-O 
shown OT B-O 
to OT B-O 
outperform OT B-O 
other OT B-O 
SSL AN I-AN 
meth- OT B-O 

overlapping OT B-O 
relations OT B-O 
. OT B-O 
In OT B-O 
Annual OT B-O 
Meeting OT B-O 
of OT B-O 
the OT B-O 
Association LF B-LF 
for LF I-LF 
Computational LF I-LF 
Linguistics OT B-O 
( OT B-O 
ACL AN B-AN 
) OT B-O 
. OT B-O 

guages OT B-O 
: OT B-O 
British LF B-LF 
sign LF I-LF 
language LF I-LF 
( OT B-O 
BSL AN B-AN 
) OT B-O 
, OT B-O 
Danish LF B-LF 
( OT B-O 
DSL AN B-AN 
) OT B-O 
, OT B-O 
French LF B-LF 
Belgian LF I-LF 
( OT B-O 
FBSL AN I-AN 
) OT B-O 
, OT B-O 
Flemish LF B-LF 
( OT B-O 
FSL AN B-AN 
) OT B-O 
, OT B-O 
Greek LF B-LF 
( OT B-O 
GSL AN B-AN 
) OT B-O 
, OT B-O 
and OT B-O 
Dutch LF B-LF 
( OT B-O 
NGT AN B-AN 
) OT B-O 
. OT B-O 
The OT B-O 
data OT B-O 
for OT B-O 
the OT B-O 

04 OT B-O 
( OT B-O 
a LF B-LF 
) AN B-AN 
Same OT B-O 
Topic LF I-LF 
( OT B-O 
ST OT B-O 
) AN I-AN 
0.00 OT B-O 
0.01 OT B-O 
0.02 OT B-O 
0.03 OT B-O 
0.04 OT B-O 
0.05 OT B-O 
0.06 OT B-O 

Examples OT B-O 
of OT B-O 
failure OT B-O 
of OT B-O 
analysis OT B-O 
( OT B-O 
i LF B-LF 
) OT B-O 
JISSAI AN B-AN 
( OT B-O 
in LF I-LF 
fact OT B-O 
) OT B-O 
, OT B-O 
CHOSHA-TACHI-WA AN B-AN 
( OT B-O 
authors OT B-O 
) OT B-O 
{ OT B-O 
\ OT B-O 
[ OT B-O 
KORE-WO OT B-O 
( OT B-O 
it LF I-LF 
) OT B-O 
TSUKATTE OT B-O 
( OT B-O 
using OT B-O 
) OT B-O 
, OT B-O 
JUURYOKU-SOUGO-SAYOU-GA OT B-O 
( OT B-O 
gravitationally LF I-LF 
interacting OT B-O 
) OT B-O 
SHIHAI-SURU AN B-AN 
( OT B-O 
govern- LF I-LF 
ing LF I-LF 
) OT B-O 
\ OT B-O 
] OT B-O 
TENTAI-NO AN B-AN 
( OT B-O 
astronomical LF I-LF 
) OT B-O 
UNDOU-NI-TSUITE AN B-AN 
( OT B-O 
about LF I-LF 
the LF I-LF 
motion LF I-LF 
) OT B-O 
, OT B-O 
KOUSEIDO-DE OT B-O 
( OT B-O 
high- OT B-O 

In OT B-O 
Proceedings OT B-O 
of OT B-O 
the OT B-O 
19th OT B-O 
International OT B-O 
Conference OT B-O 
on LF B-LF 
Computational LF I-LF 
Linguistics LF I-LF 
( OT B-O 
COLING AN B-AN 
? AN I-AN 
02 AN I-AN 
) OT B-O 
, OT B-O 
pages OT B-O 
218 OT B-O 
? AN I-AN 

uses OT B-O 
the OT B-O 
mapping OT B-O 
of OT B-O 
concept OT B-O 
dog OT B-O 
to OT B-O 
the OT B-O 
class OT B-O 
of OT B-O 
alternative OT B-O 
expressions OT B-O 
for OT B-O 
named OT B-O 
individual OT B-O 
( OT B-O 
such OT B-O 
as OT B-O 
using OT B-O 
the OT B-O 
name OT B-O 
, OT B-O 
2 OT B-O 
VSFL AN B-AN 
( OT B-O 
`` OT B-O 
Very LF B-LF 
Simple LF I-LF 
Frame LF I-LF 
Language LF I-LF 
'' OT B-O 
) OT B-O 
and OT B-O 
SCORE AN B-AN 
CSproket AN B-AN 
Core OT B-O 
'' OT B-O 
) OT B-O 
were OT B-O 
developed OT B-O 
at OT B-O 
BBN AN B-AN 
Systems OT B-O 
and OT B-O 
Technologies OT B-O 
by OT B-O 

2 OT B-O 
Complexity OT B-O 
of OT B-O 
GPSG AN B-AN 
Components OT B-O 
A OT B-O 
generalized OT B-O 
phrase OT B-O 
structure OT B-O 
grammar OT B-O 
contains OT B-O 
five OT B-O 
language- OT B-O 
particular OT B-O 
components OT B-O 
- OT B-O 
- OT B-O 
immediate LF B-LF 
dominance LF I-LF 
( OT B-O 
ID AN B-AN 
) OT B-O 
rules OT B-O 
, OT B-O 
meta- OT B-O 
rules OT B-O 
, OT B-O 
linear LF B-LF 
precedence LF I-LF 
( OT B-O 
LP AN B-AN 
) OT B-O 
statements OT B-O 
, OT B-O 
feature OT B-O 
co-occurrence OT B-O 

den OT B-O 
Markov LF B-LF 
Models LF I-LF 
( OT B-O 
HMMs AN B-AN 
) OT B-O 
, OT B-O 
Conditional LF B-LF 
Random LF I-LF 
Fields LF I-LF 
( OT B-O 
CRFs AN B-AN 
) OT B-O 
, OT B-O 
Maximum LF I-LF 
Entropy LF I-LF 
Markov LF I-LF 
Models LF I-LF 
( OT B-O 
MEMMs AN B-AN 
) OT B-O 
, OT B-O 
etc OT B-O 
. OT B-O 

a LF B-LF 
topic OT B-O 
model OT B-O 
are OT B-O 
compared OT B-O 
. OT B-O 
Latent LF I-LF 
Dirichlet LF I-LF 
Allocation LF I-LF 
( OT B-O 
