-DOCSTART- -X- O
định OT B-O 
trong OT B-O 

pháp OT B-O 
học OT B-O 
dựa OT B-O 
trên OT B-O 
ràng OT B-O 
buộc OT B-O 
trọng OT B-O 
số OT B-O 
đã OT B-O 
có OT B-O 
. OT B-O 
3 OT B-O 
. OT B-O 
Các OT B-O 
nhiệm OT B-O 
vụ OT B-O 
cụ OT B-O 
thể OT B-O 
của OT B-O 
ĐATN OT B-O 
- OT B-O 
Tìm OT B-O 
hiểu OT B-O 
các OT B-O 
vấn OT B-O 
đề OT B-O 
và OT B-O 
giải OT B-O 
pháp OT B-O 
trong OT B-O 
lĩnh OT B-O 
vực OT B-O 
Học OT B-O 
liên OT B-O 
tục OT B-O 
. OT B-O 

sử OT B-O 
dụng OT B-O 
Dropout OT B-O 
và OT B-O 
ALV OT B-O 
đem OT B-O 
lại OT B-O 
hiệu OT B-O 
quả OT B-O 
thực OT B-O 
sự OT B-O 
đáng OT B-O 
kể OT B-O 
cho OT B-O 
EWC OT B-O 
, OT B-O 
sự OT B-O 
cải OT B-O 
thiện OT B-O 
này OT B-O 
rõ OT B-O 
rệt OT B-O 
hơn OT B-O 
rất OT B-O 
nhiều OT B-O 
so OT B-O 
thử OT B-O 
nghiệm OT B-O 
trong OT B-O 
hai OT B-O 
phương OT B-O 
pháp OT B-O 
UCL OT B-O 
và OT B-O 
VCL OT B-O 
. OT B-O 
Điều OT B-O 
này OT B-O 
có OT B-O 
thể OT B-O 
giải OT B-O 
thích OT B-O 
là OT B-O 
vì OT B-O 
UCL OT B-O 
và OT B-O 
VCL OT B-O 
sử OT B-O 
dụng OT B-O 
kiến OT B-O 
trúc OT B-O 
mạng OT B-O 
BNN OT B-O 
để OT B-O 
biểu OT B-O 
diễn OT B-O 

giá OT B-O 
biểu OT B-O 
diễn OT B-O 
ẩn OT B-O 
, OT B-O 
thì OT B-O 
thu OT B-O 
được OT B-O 
kết OT B-O 
quả OT B-O 
không OT B-O 
có OT B-O 
một OT B-O 
phép OT B-O 
DA OT B-O 
nào OT B-O 
cho OT B-O 
biểu OT B-O 
diễn OT B-O 
ẩn OT B-O 
quá OT B-O 
tốt OT B-O 
dù OT B-O 
cho OT B-O 
mô OT B-O 
hình OT B-O 
có OT B-O 
thể OT B-O 
giải OT B-O 
quyết OT B-O 
pretext OT B-O 
task OT B-O 
rất OT B-O 
tốt OT B-O 
. OT B-O 
Mặt OT B-O 
khác OT B-O 
, OT B-O 
việc OT B-O 

véc OT B-O 
- OT B-O 
tơ OT B-O 
𝑎 OT B-O 
, OT B-O 
⨀ OT B-O 
là OT B-O 
phép OT B-O 
nhân OT B-O 
Hadamard OT B-O 
. OT B-O 
Công OT B-O 
thức OT B-O 
PT OT B-O 
3 OT B-O 
. OT B-O 
5 OT B-O 
thể OT B-O 
hiện OT B-O 
rằng OT B-O 
biến OT B-O 
hỗ OT B-O 
trợ OT B-O 
( OT B-O 
𝑙 OT B-O 
) OT B-O 

4 OT B-O 
CÁC OT B-O 
MÔ OT B-O 
HÌNH OT B-O 
ĐỀ OT B-O 
XUẤT OT B-O 
 OT B-O 
onehot OT B-O 
 OT B-O 

j OT B-O 
− OT B-O 
( OT B-O 
Eξ OT B-O 
[ OT B-O 
A OT B-O 
( OT B-O 
s̃k OT B-O 
) OT B-O 
] OT B-O 
− OT B-O 
A OT B-O 
( OT B-O 
sk OT B-O 
) OT B-O 
) OT B-O 
Sinh OT B-O 
viên OT B-O 
thực OT B-O 
hiện OT B-O 
: OT B-O 
Nguyễn OT B-O 
Văn OT B-O 
Sơn OT B-O 
, OT B-O 
20143863 OT B-O 
, OT B-O 
K59 OT B-O 
, OT B-O 
Lớp OT B-O 
KSTN OT B-O 
- OT B-O 
CNTT OT B-O 

t OT B-O 
chúng OT B-O 
tôi OT B-O 
sẽ OT B-O 
chọn OT B-O 
f OT B-O 
là OT B-O 
hàm OT B-O 
softmax OT B-O 
) OT B-O 
. OT B-O 
Khi OT B-O 
đó OT B-O 
, OT B-O 
Θ̃ OT B-O 
sẽ OT B-O 
là OT B-O 
một OT B-O 
biến OT B-O 
ẩn OT B-O 
toàn OT B-O 
cục OT B-O 
mới OT B-O 
, OT B-O 

EWC OT B-O 
, OT B-O 
VCL OT B-O 
và OT B-O 
UCL OT B-O 
. OT B-O 
Trục OT B-O 
hoành OT B-O 
trên OT B-O 
các OT B-O 
đồ OT B-O 
thị OT B-O 
này OT B-O 
thể OT B-O 
hiện OT B-O 
tác OT B-O 
vụ OT B-O 
tương OT B-O 
ứng OT B-O 
sau OT B-O 
khi OT B-O 
học OT B-O 
xong OT B-O 
và OT B-O 
trục OT B-O 
tung OT B-O 
thể OT B-O 
hiện OT B-O 
độ OT B-O 
chính OT B-O 
xác OT B-O 
của OT B-O 
mô OT B-O 
hình OT B-O 
trên OT B-O 
thử OT B-O 
nghiệm OT B-O 
với OT B-O 

Cụ OT B-O 
thể OT B-O 
, OT B-O 
chúng OT B-O 
ta OT B-O 
xét OT B-O 
họ OT B-O 
biến OT B-O 
phân OT B-O 
mean-field OT B-O 
, OT B-O 
trong OT B-O 
đó OT B-O 
giả OT B-O 
sử OT B-O 
các OT B-O 
biến OT B-O 
ẩn OT B-O 
Z OT B-O 
là OT B-O 
đôi OT B-O 
một OT B-O 
độc OT B-O 
lập OT B-O 
dưới OT B-O 
từng OT B-O 
tham OT B-O 
số OT B-O 
biến OT B-O 
phân OT B-O 
riêng OT B-O 
rẽ OT B-O 
, OT B-O 
tức OT B-O 

Số OT B-O 
lượng OT B-O 
tham OT B-O 
số OT B-O 
khi OT B-O 
áp OT B-O 
dụng OT B-O 
ALV OT B-O 
được OT B-O 
tổng OT B-O 
hợp OT B-O 
sau OT B-O 
khi OT B-O 
đã OT B-O 
học OT B-O 
xong OT B-O 
toàn OT B-O 
bộ OT B-O 
các OT B-O 
tác OT B-O 
vụ OT B-O 
trong OT B-O 
kịch OT B-O 
bản OT B-O 
thử OT B-O 
nghiệm OT B-O 
tương OT B-O 
ứng OT B-O 
. OT B-O 
Bảng OT B-O 
4 OT B-O 
. OT B-O 
5 OT B-O 
cho OT B-O 
biết OT B-O 
thông OT B-O 
tin OT B-O 
về OT B-O 
số OT B-O 
lượng OT B-O 
tham OT B-O 
số OT B-O 
trên OT B-O 
các OT B-O 
thử OT B-O 
nghiệm OT B-O 
ứng OT B-O 
với OT B-O 

được OT B-O 
phép OT B-O 
truy OT B-O 
cập OT B-O 
tới OT B-O 
( OT B-O 
hoặc OT B-O 
chỉ OT B-O 
một OT B-O 
phần OT B-O 
nhỏ OT B-O 
) OT B-O 
dữ OT B-O 
liệu OT B-O 
ở OT B-O 
các OT B-O 
tác OT B-O 
vụ OT B-O 
trước OT B-O 
đó OT B-O 
, OT B-O 
nên OT B-O 
hàm OT B-O 
mục OT B-O 
tiêu OT B-O 
được OT B-O 
viết OT B-O 
lại OT B-O 
thành OT B-O 
: OT B-O 
R OT B-O 
= OT B-O 
RT OT B-O 
( OT B-O 
θ OT B-O 
) OT B-O 
+ OT B-O 

2 OT B-O 
KIẾN OT B-O 
THỨC OT B-O 
CƠ OT B-O 
SỞ OT B-O 
Hình OT B-O 
5 OT B-O 
: OT B-O 
Neural OT B-O 
Collaborative OT B-O 
Filtering OT B-O 
năng OT B-O 
của OT B-O 
mô OT B-O 
hình OT B-O 
dưới OT B-O 
góc OT B-O 
độ OT B-O 
thuần OT B-O 
lọc OT B-O 
cộng OT B-O 
tác OT B-O 
. OT B-O 

chiều OT B-O 
của OT B-O 
từ OT B-O 
điển OT B-O 
và OT B-O 
số OT B-O 
chiều OT B-O 
của OT B-O 
biểu OT B-O 
diễn OT B-O 
từ OT B-O 
. OT B-O 
Tầng OT B-O 
thứ OT B-O 
2 OT B-O 
là OT B-O 
tầng OT B-O 
CNN OT B-O 
( OT B-O 
convolutional OT B-O 
neural OT B-O 
network OT B-O 
) OT B-O 
[ OT B-O 
10 OT B-O 
] OT B-O 
. OT B-O 
Tầng OT B-O 
CNN OT B-O 
s OT B-O 
có OT B-O 

7 OT B-O 
2 OT B-O 
. OT B-O 
2 OT B-O 
Variational OT B-O 
Autoencoders OT B-O 
( OT B-O 
VAE OT B-O 
) OT B-O 
2 OT B-O 
. OT B-O 
2 OT B-O 
. OT B-O 
1 OT B-O 
VAE OT B-O 
là OT B-O 
gì OT B-O 
? OT B-O 

Ở OT B-O 
mức OT B-O 
khái OT B-O 
quát OT B-O 
, OT B-O 
có OT B-O 
thể OT B-O 
coi OT B-O 
mạng OT B-O 
nơ-ron OT B-O 
lan OT B-O 
truyền OT B-O 
tiến OT B-O 
như OT B-O 
là OT B-O 
một OT B-O 
chuỗi OT B-O 
các OT B-O 
hàm OT B-O 
phi OT B-O 
tuyến OT B-O 
: OT B-O 
hL OT B-O 
= OT B-O 
g OT B-O 
1 OT B-O 
◦ OT B-O 
g OT B-O 
2 OT B-O 
◦ OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
g OT B-O 
L OT B-O 

xuất OT B-O 
phương OT B-O 
pháp OT B-O 
Group OT B-O 
Lasso OT B-O 
( OT B-O 
GL OT B-O 
) OT B-O 
[ OT B-O 
11 OT B-O 
] OT B-O 
để OT B-O 
khắc OT B-O 
phục OT B-O 
điểm OT B-O 
yếu OT B-O 
của OT B-O 
Lasso OT B-O 
. OT B-O 
Thay OT B-O 
vì OT B-O 
sử OT B-O 
dụng OT B-O 
chuẩn OT B-O 
L1 OT B-O 
làm OT B-O 
đại OT B-O 
lượng OT B-O 
hiệu OT B-O 
chỉnh OT B-O 
thì OT B-O 
Group OT B-O 
Lasso OT B-O 
sử OT B-O 
dụng OT B-O 
chuẩn OT B-O 
L2 OT B-O 
( OT B-O 
khác OT B-O 
với OT B-O 
hồi OT B-O 

• OT B-O 
Độ OT B-O 
sâu OT B-O 
lớn OT B-O 
nhất OT B-O 
của OT B-O 
cây OT B-O 
= OT B-O 
4 OT B-O 
. OT B-O 
SVM OT B-O 
: OT B-O 
C OT B-O 
= OT B-O 
100 OT B-O 
Hồi OT B-O 
quy OT B-O 
Logistic OT B-O 
: OT B-O 
không OT B-O 
có OT B-O 

Cuối OT B-O 
cùng OT B-O 
lớp OT B-O 
đầu OT B-O 
ra OT B-O 
sẽ OT B-O 
đưa OT B-O 
ra OT B-O 
giá OT B-O 
trị OT B-O 
nhãn OT B-O 
dự OT B-O 
đoán OT B-O 
của OT B-O 
kiểu OT B-O 
dữ OT B-O 
liệu OT B-O 
tương OT B-O 
ứng OT B-O 
. OT B-O 
các OT B-O 
ma OT B-O 
trận OT B-O 
trọng OT B-O 
số OT B-O 
và OT B-O 
bias OT B-O 
được OT B-O 
ký OT B-O 
hiệu OT B-O 
là OT B-O 
W OT B-O 
và OT B-O 
b OT B-O 
. OT B-O 
Khi OT B-O 
đó OT B-O 
, OT B-O 
bộ OT B-O 
tham OT B-O 
số OT B-O 
cần OT B-O 
tối OT B-O 
ưu OT B-O 
của OT B-O 

Xem OT B-O 
các OT B-O 
bài OT B-O 
đã OT B-O 
đăng OT B-O 
tuyển OT B-O 
NTD OT B-O 
NTD OT B-O 
chọn OT B-O 
1 OT B-O 
mục OT B-O 
dưới OT B-O 
mục OT B-O 
quản OT B-O 
lý OT B-O 
đăng OT B-O 
tuyển OT B-O 

tác OT B-O 
vụ OT B-O 
tiêu OT B-O 
đề OT B-O 
sau OT B-O 
khi OT B-O 
đã OT B-O 
học OT B-O 
xong OT B-O 
tác OT B-O 
vụ OT B-O 
tương OT B-O 
ứng OT B-O 
trên OT B-O 
trục OT B-O 
hoành OT B-O 
. OT B-O 
35 OT B-O 
Hình OT B-O 
4 OT B-O 
. OT B-O 
10 OT B-O 
Độ OT B-O 
chính OT B-O 
xác OT B-O 
trên OT B-O 
từng OT B-O 
tác OT B-O 
vụ OT B-O 
trong OT B-O 
thử OT B-O 
nghiệm OT B-O 
với OT B-O 
EWC OT B-O 

2 OT B-O 
. OT B-O 
Phép OT B-O 
đánh OT B-O 
giá OT B-O 
P OT B-O 
: OT B-O 
là OT B-O 
thước OT B-O 
đo OT B-O 
năng OT B-O 
lực OT B-O 
của OT B-O 
một OT B-O 
thuật OT B-O 
toán OT B-O 
học OT B-O 
máy OT B-O 
. OT B-O 
Thông OT B-O 
thường OT B-O 
, OT B-O 

bào OT B-O 
liên OT B-O 
kết OT B-O 
với OT B-O 
mạch OT B-O 
đơn OT B-O 
của OT B-O 
DNA OT B-O 
theo OT B-O 
nguyên OT B-O 
tắc OT B-O 
bổ OT B-O 
sung OT B-O 
tương OT B-O 
tự OT B-O 
khi OT B-O 
DNA OT B-O 
nhân OT B-O 
đôi OT B-O 
, OT B-O 
tuy OT B-O 
nhiên OT B-O 
base OT B-O 
Thymine OT B-O 
bị OT B-O 
thay OT B-O 
thế OT B-O 
bằng OT B-O 
base OT B-O 
Uracil OT B-O 
. OT B-O 
Nguyên OT B-O 
tắc OT B-O 
bổ OT B-O 
sung OT B-O 
lúc OT B-O 
này OT B-O 
sẽ OT B-O 

trong OT B-O 
đó OT B-O 
I OT B-O 
[ OT B-O 
n OT B-O 
= OT B-O 
nd OT B-O 
] OT B-O 
là OT B-O 
hàm OT B-O 
indicator OT B-O 
, OT B-O 
bằng OT B-O 
1 OT B-O 
nếu OT B-O 
n OT B-O 
= OT B-O 
nd OT B-O 
và OT B-O 
bằng OT B-O 
0 OT B-O 
nếu OT B-O 
ngược OT B-O 
lại OT B-O 
. OT B-O 
FD OT B-O 
là OT B-O 
một OT B-O 
phân OT B-O 
phối OT B-O 
population OT B-O 
trên OT B-O 
tập OT B-O 
D OT B-O 
văn OT B-O 
bản OT B-O 
đã OT B-O 
cho OT B-O 
. OT B-O 
Như OT B-O 
vậy OT B-O 
để OT B-O 
sinh OT B-O 
ra OT B-O 

Dưới OT B-O 
đây OT B-O 
là OT B-O 
hình OT B-O 
vẽ OT B-O 
mô OT B-O 
tả OT B-O 
mô OT B-O 
hình OT B-O 
của OT B-O 
bài OT B-O 
toán OT B-O 
: OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
- OT B-O 
Sinh OT B-O 
viên OT B-O 
thực OT B-O 
hiện OT B-O 
: OT B-O 
Nguyễn OT B-O 
Thế OT B-O 
Linh OT B-O 
– OT B-O 
20142585 OT B-O 
– OT B-O 
K59 OT B-O 
– OT B-O 
Lớp OT B-O 
CNTT OT B-O 
– OT B-O 
TT OT B-O 
2.03 OT B-O 

Keith OT B-O 
đã OT B-O 
sử OT B-O 
dụng OT B-O 
hai OT B-O 
phương OT B-O 
pháp OT B-O 
khác OT B-O 
nhau OT B-O 
để OT B-O 
thu OT B-O 
được OT B-O 
bộ OT B-O 
trích OT B-O 
xuất OT B-O 
đặc OT B-O 
trưng OT B-O 
: OT B-O 
phương OT B-O 
pháp OT B-O 
thứ OT B-O 
nhất OT B-O 
là OT B-O 
sử OT B-O 
dụng OT B-O 
các OT B-O 
đặc OT B-O 
trưng OT B-O 
được OT B-O 
xây OT B-O 
dựng OT B-O 
thủ OT B-O 
công OT B-O 
với OT B-O 
hồi LF B-LF 
quy LF I-LF 
logistic LF I-LF 
( OT B-O 
soft-LR OT B-O 
( OT B-O 
EM AN B-AN 
) OT B-O 
) OT B-O 
, OT B-O 
phương OT B-O 
pháp OT B-O 
thứ OT B-O 
hai OT B-O 
là OT B-O 
sử OT B-O 
dụng OT B-O 
một OT B-O 
mạng LF B-LF 
nơ-ron LF I-LF 
tích LF I-LF 
chập LF I-LF 
( OT B-O 
soft-CNN OT B-O 
( OT B-O 
EM AN I-AN 
) OT B-O 
) OT B-O 
để OT B-O 
tự OT B-O 

CHƯƠNG OT B-O 
1 OT B-O 
. OT B-O 
GIỚI OT B-O 
THIỆU OT B-O 
ĐỀ OT B-O 
TÀI OT B-O 
Trong OT B-O 
lĩnh OT B-O 
vực OT B-O 
Trí OT B-O 
tuệ OT B-O 
nhân OT B-O 
tạo OT B-O 
nói OT B-O 
chung OT B-O 
và OT B-O 
Học OT B-O 
máy OT B-O 
, OT B-O 
Học OT B-O 
sâu OT B-O 
nói OT B-O 
riêng OT B-O 
, OT B-O 
mạng OT B-O 

Giảng OT B-O 
viên OT B-O 
hướng OT B-O 
dẫn OT B-O 
: OT B-O 
ThS OT B-O 
. OT B-O 
Ngô OT B-O 
Văn OT B-O 
Linh OT B-O 
Chữ OT B-O 
ký OT B-O 
của OT B-O 
GVHD OT B-O 

Hình OT B-O 
25 OT B-O 
: OT B-O 
So OT B-O 
sánh OT B-O 
các OT B-O 
mô OT B-O 
hình OT B-O 
trên OT B-O 
bộ OT B-O 
Recobell OT B-O 
qua OT B-O 
từng OT B-O 
vòng OT B-O 
lặp OT B-O 
với OT B-O 
k OT B-O 
= OT B-O 
16 OT B-O 
( OT B-O 
a OT B-O 
) OT B-O 
HR OT B-O 
@ OT B-O 
10 OT B-O 

Sinh OT B-O 
viên OT B-O 
thực OT B-O 
hiện OT B-O 
: OT B-O 
Nguyễn OT B-O 
Văn OT B-O 
Sơn OT B-O 
, OT B-O 
20143863 OT B-O 
, OT B-O 
K59 OT B-O 
, OT B-O 
Lớp OT B-O 
KSTN OT B-O 
- OT B-O 
CNTT OT B-O 
43 OT B-O 
Thuật OT B-O 
toán OT B-O 
4 OT B-O 
Phương OT B-O 
pháp OT B-O 
học OT B-O 
PVB OT B-O 
cho OT B-O 
LDA OT B-O 

Số OT B-O 
chiều OT B-O 
ra OT B-O 
của OT B-O 
GRU OT B-O 
là OT B-O 
100 OT B-O 
chiều OT B-O 
cho OT B-O 
chuỗi OT B-O 
mã OT B-O 
hóa OT B-O 
từ OT B-O 
, OT B-O 
câu OT B-O 
. OT B-O 
Vec OT B-O 
- OT B-O 
tơ OT B-O 
ngữ OT B-O 
cảnh OT B-O 
từ OT B-O 
/ OT B-O 
câu OT B-O 
cũng OT B-O 
có OT B-O 
số OT B-O 
chiều OT B-O 
là OT B-O 
100 OT B-O 
và OT B-O 
được OT B-O 
khởi OT B-O 
tạo OT B-O 
ngẫu OT B-O 
nhiên OT B-O 
. OT B-O 

Variational OT B-O 
Bayesian OT B-O 
By OT B-O 
Backprop OT B-O 
( OT B-O 
BBB OT B-O 
) OT B-O 
Xét OT B-O 
tập OT B-O 
các OT B-O 
biến OT B-O 
quan OT B-O 
sát OT B-O 
x OT B-O 
∈ OT B-O 
RN OT B-O 
và OT B-O 
w OT B-O 
là OT B-O 
các OT B-O 
biến OT B-O 
ẩn OT B-O 
. OT B-O 
Mạng OT B-O 
nơ OT B-O 
ron OT B-O 
chính OT B-O 
là OT B-O 
một OT B-O 
mô OT B-O 
hình OT B-O 
đồ OT B-O 
thi OT B-O 

• OT B-O 
Constant OT B-O 
learning OT B-O 
rate OT B-O 
là OT B-O 
learning OT B-O 
rate OT B-O 
schedule OT B-O 
mặc OT B-O 
định OT B-O 
trong OT B-O 
thuật OT B-O 
toán OT B-O 
tối OT B-O 
ưu OT B-O 
hóa OT B-O 
SGD OT B-O 
. OT B-O 
Mặc OT B-O 
đinh OT B-O 
, OT B-O 
ta OT B-O 
cài OT B-O 
đặt OT B-O 
momentum OT B-O 
=0 OT B-O 
và OT B-O 
decay OT B-O 
rate OT B-O 
=0 OT B-O 
, OT B-O 
chọn OT B-O 

1 OT B-O 
. OT B-O 
Các OT B-O 
thuật OT B-O 
toán OT B-O 
hồi OT B-O 
quy OT B-O 
: OT B-O 
Hồi OT B-O 
quy OT B-O 
tuyến OT B-O 
tính OT B-O 
, OT B-O 
Hồi OT B-O 
quy OT B-O 
logistic OT B-O 
, OT B-O 
Stepwise OT B-O 
regression OT B-O 
, OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 
2 OT B-O 
. OT B-O 
Các OT B-O 
thuật OT B-O 
toán OT B-O 
phân OT B-O 
loại OT B-O 
: OT B-O 
Phân OT B-O 
loại OT B-O 
tuyên OT B-O 
tính OT B-O 
, OT B-O 
Máy OT B-O 
hỗ OT B-O 
trợ OT B-O 
vector OT B-O 
( OT B-O 
Support OT B-O 
Vector OT B-O 
Machine OT B-O 
- OT B-O 
SVM OT B-O 
) OT B-O 
, OT B-O 
Kernel OT B-O 
SVM OT B-O 
, OT B-O 
Sparse OT B-O 
Representation-based OT B-O 
classification OT B-O 
( OT B-O 
SRC OT B-O 
) OT B-O 
, OT B-O 
. OT B-O 
. OT B-O 
. OT B-O 

Ngược OT B-O 
lại OT B-O 
, OT B-O 
khi OT B-O 
tham OT B-O 
số OT B-O 
này OT B-O 
lớn OT B-O 
, OT B-O 
mô OT B-O 
hình OT B-O 
sẽ OT B-O 
tập OT B-O 
trung OT B-O 
nhiều OT B-O 
hơn OT B-O 
vào OT B-O 
việc OT B-O 
tiếp OT B-O 
nhận OT B-O 
thông OT B-O 
tin OT B-O 
từ OT B-O 
dữ OT B-O 
liệu OT B-O 
mới OT B-O 
đến OT B-O 
. OT B-O 
Không OT B-O 
như OT B-O 
iDropout OT B-O 
, OT B-O 
SVB OT B-O 
và OT B-O 

Hàm OT B-O 
lỗi OT B-O 
của OT B-O 
K-medoids OT B-O 
tương OT B-O 
tự OT B-O 
K-means OT B-O 
: OT B-O 
𝑁 OT B-O 

Hình OT B-O 
23 OT B-O 
: OT B-O 
Kết OT B-O 
quả OT B-O 
của OT B-O 
các OT B-O 
cách OT B-O 
tính OT B-O 
w OT B-O 
khác OT B-O 
nhau OT B-O 
với OT B-O 
temperature OT B-O 
= OT B-O 
0.1 OT B-O 
Hai OT B-O 
hình OT B-O 
vẽ OT B-O 
trên OT B-O 
thể OT B-O 
hiện OT B-O 
sự OT B-O 
so OT B-O 
sánh OT B-O 
giữa OT B-O 
SimCLR OT B-O 
gốc OT B-O 
và OT B-O 
phương OT B-O 
pháp OT B-O 
LCL OT B-O 
với OT B-O 
3 OT B-O 
view OT B-O 
, OT B-O 
ta OT B-O 
nhận OT B-O 
thấy OT B-O 
, OT B-O 
phương OT B-O 
pháp OT B-O 
LCL OT B-O 
có OT B-O 
sự OT B-O 
hội OT B-O 
tụ OT B-O 
nhanh OT B-O 
hơn OT B-O 
trong OT B-O 
quá OT B-O 
trình OT B-O 

24 OT B-O 
CHƯƠNG OT B-O 
4 OT B-O 
. OT B-O 
THỬ OT B-O 
NGHIỆM OT B-O 
VÀ OT B-O 
ĐÁNH OT B-O 
GIÁ OT B-O 

Trong OT B-O 
phần OT B-O 
thử OT B-O 
nghiệm OT B-O 
, OT B-O 
CIFAR100 OT B-O 
được OT B-O 
chia OT B-O 
thành OT B-O 
10 OT B-O 
tác OT B-O 
vụ OT B-O 
, OT B-O 
với OT B-O 
mỗi OT B-O 
tác OT B-O 
vụ OT B-O 
yêu OT B-O 
cầu OT B-O 
phân OT B-O 
loại OT B-O 
10 OT B-O 
vật OT B-O 
thể OT B-O 
. OT B-O 
Split OT B-O 
CIFAR10 OT B-O 
- OT B-O 
100 OT B-O 
: OT B-O 
Tập OT B-O 
dữ OT B-O 
liệu OT B-O 
gốc OT B-O 
CIFAR10 OT B-O 
[ OT B-O 
37 OT B-O 
] OT B-O 
tương OT B-O 
tự OT B-O 
như OT B-O 
CIFAR100 OT B-O 

của OT B-O 
dữ OT B-O 
liệu OT B-O 
. OT B-O 
Đây OT B-O 
cũng OT B-O 
chính OT B-O 
là OT B-O 
hướng OT B-O 
nghiên OT B-O 
cứu OT B-O 
chính OT B-O 
của OT B-O 
em OT B-O 
trong OT B-O 
đồ OT B-O 
án OT B-O 
tốt OT B-O 
nghiệp OT B-O 
này OT B-O 
- OT B-O 
Self-supervised OT B-O 
learning OT B-O 
( OT B-O 
SSL AN B-AN 
) OT B-O 
, OT B-O 
hay OT B-O 
nói OT B-O 
theo OT B-O 
Tiếng OT B-O 
Việt OT B-O 
là OT B-O 
học LF B-LF 
tự LF I-LF 
giám LF I-LF 

vào OT B-O 
các OT B-O 
phương OT B-O 
pháp OT B-O 
hiện OT B-O 
tại OT B-O 
, OT B-O 
em OT B-O 
cảm OT B-O 
thấy OT B-O 
có OT B-O 
hứng OT B-O 
thú OT B-O 
với OT B-O 
nhánh OT B-O 
Contrastive OT B-O 
Learning OT B-O 
( OT B-O 
CL OT B-O 
) OT B-O 
, OT B-O 
một OT B-O 
nhánh OT B-O 
nhỏ OT B-O 
của OT B-O 
SSL OT B-O 
nhưng OT B-O 
đang OT B-O 
phát OT B-O 
triển OT B-O 
một OT B-O 
cách OT B-O 
vượt OT B-O 
bậc OT B-O 
. OT B-O 
Dựa OT B-O 
trên OT B-O 
sự OT B-O 
gợi OT B-O 
ý OT B-O 
và OT B-O 
sự OT B-O 
hướng OT B-O 
dẫn OT B-O 
của OT B-O 
thầy OT B-O 
, OT B-O 
em OT B-O 
nhận OT B-O 
thấy OT B-O 
mình OT B-O 
có OT B-O 
thể OT B-O 
khai OT B-O 
thác OT B-O 

được OT B-O 
học OT B-O 
đồng OT B-O 
thời OT B-O 
trong OT B-O 
suốt OT B-O 
quá OT B-O 
trình OT B-O 
huấn OT B-O 
luyện OT B-O 
. OT B-O 
𝛼𝑖𝑡 OT B-O 
= OT B-O 
𝑇 OT B-O 

đủ OT B-O 
( OT B-O 
sufficient OT B-O 
statistics OT B-O 
) OT B-O 
, OT B-O 
h OT B-O 
( OT B-O 
x OT B-O 
) OT B-O 
là OT B-O 
một OT B-O 
hàm OT B-O 
cho OT B-O 
trước OT B-O 
và OT B-O 
A OT B-O 
( OT B-O 
θ OT B-O 
) OT B-O 
là OT B-O 
đại OT B-O 
lượng OT B-O 
chuẩn OT B-O 
hóa OT B-O 
. OT B-O 
Những OT B-O 
mô OT B-O 
hình OT B-O 
với OT B-O 
giả OT B-O 
sử OT B-O 
này OT B-O 
có OT B-O 
tính OT B-O 
chất OT B-O 
`` OT B-O 
conjugate OT B-O 
exponential OT B-O 
`` OT B-O 
. OT B-O 

diện OT B-O 
cho OT B-O 
trạng OT B-O 
thái OT B-O 
ẩn OT B-O 
của OT B-O 
RNN OT B-O 
phụ OT B-O 
di OT B-O 
chuyển OT B-O 
tiến OT B-O 
và OT B-O 
lùi OT B-O 
theo OT B-O 
thời OT B-O 
gian OT B-O 
. OT B-O 
Điều OT B-O 
này OT B-O 
cho OT B-O 
